cluster,count,avg_body,avg_range,bullish_pct,avg_volatility
0,528,0.008125000000077445,0.37670075757578025,26.515151515151516,15.57848243042761
1,1322,0.004170196671730798,0.31707261724653973,22.76853252647504,13.340521907269896
2,286,1.6168671328671804,1.754083916083972,100.0,15.237196591043794
3,276,-1.6738224637682293,1.8499782608696478,0.0,15.017580088438844
4,1792,-0.011866629464275238,0.2281947544642366,18.582589285714285,12.73143980226975
