UTC,Open,High,Low,Close,Volume,Local,TypicalPrice,TPV,CumTPV,CumVolume,VWAP,cluster,price_zscore,volume_zscore,direction
03.12.2025 08:00:21.000 UTC,23759.299,23760.899,23759.299,23760.266,0.00048,2025-12-03 08:00:21,23760.15466666667,11.404874240000002,6768.117197455,0.28495500000000745,23751.529881752638,2,-2.57149904214815,2.31745149332024,bearish
03.12.2025 08:00:22.000 UTC,23759.777,23759.777,23755.766,23757.399,0.0006,2025-12-03 08:00:22,23757.64733333333,14.254588399999998,6782.371785855,0.28555500000000744,23751.54273556696,3,-2.7779536773198177,3.364138867398268,bearish
03.12.2025 08:00:23.000 UTC,23758.777,23758.777,23757.255,23757.255,0.00036,2025-12-03 08:00:23,23757.762333333332,8.55279444,6790.924580295,0.28591500000000747,23751.55056675873,3,-2.7883232160239633,1.2707641192422117,bearish
03.12.2025 08:00:24.000 UTC,23757.799,23758.755,23757.799,23758.266,0.00036,2025-12-03 08:00:24,23758.273333333334,8.5529784,6799.477558695,0.2862750000000075,23751.559020853452,1,-2.715520413038827,1.2707641192422117,bearish
03.12.2025 08:00:26.000 UTC,23756.266,23756.755,23754.299,23754.755,0.00048,2025-12-03 08:00:26,23755.26966666667,11.402529440000002,6813.731024015,0.2868750000000075,23751.567839703082,3,-2.9683499296373093,2.31745149332024,bearish
03.12.2025 08:00:27.000 UTC,23754.299,23754.755,23754.288,23754.288,0.00036,2025-12-03 08:00:27,23754.44366666667,8.551599720000002,6822.282623735,0.2872350000000075,23751.57144406086,4,-3.001978919740322,1.2707641192422117,bearish
03.12.2025 08:00:29.000 UTC,23756.299,23756.799,23755.266,23755.799,0.00048,2025-12-03 08:00:29,23755.95466666667,11.40285824,6839.386791094999,0.2879550000000075,23751.581987098056,3,-2.8931707740325163,2.31745149332024,bearish
03.12.2025 08:00:30.000 UTC,23755.288,23756.299,23754.788,23756.299,0.0006,2025-12-03 08:00:30,23755.79533333333,14.253477199999997,6853.640268294999,0.2885550000000075,23751.590748019687,2,-2.857165431309847,3.364138867398268,bearish
03.12.2025 08:00:31.000 UTC,23757.288,23760.755,23757.288,23760.755,0.00036,2025-12-03 08:00:31,23759.599333333335,8.553455760000002,6862.193724055,0.2889150000000075,23751.600727047127,2,-2.5362858169652793,1.2707641192422117,bearish
03.12.2025 08:00:32.000 UTC,23759.755,23761.299,23759.755,23761.299,0.00048,2025-12-03 08:00:32,23760.784333333333,11.40517648,6873.598900534999,0.2893950000000075,23751.615959276493,2,-2.4971120040831556,2.31745149332024,bearish
03.12.2025 08:00:33.000 UTC,23761.899,23763.277,23761.899,23763.277,0.00036,2025-12-03 08:00:33,23762.817666666666,8.55461436,6882.153514895,0.28975500000000753,23751.62987660203,2,-2.354674868272337,1.2707641192422117,bearish
03.12.2025 08:00:34.000 UTC,23764.277,23766.266,23764.277,23766.266,0.00048,2025-12-03 08:00:34,23765.603,11.407489439999999,6893.561004335,0.2902350000000075,23751.65298580399,2,-2.13943492947612,2.31745149332024,bearish
03.12.2025 08:00:37.000 UTC,23767.766,23768.899,23767.755,23767.755,0.00036,2025-12-03 08:00:37,23768.136333333332,8.55652908,6910.674105135,0.29095500000000757,23751.693922203845,0,-2.0322110188479106,1.2707641192422117,bearish
03.12.2025 08:00:42.000 UTC,23763.277,23766.755,23763.277,23766.755,0.0006,2025-12-03 08:00:42,23765.595666666664,14.259357399999997,6936.340853735,0.2920350000000076,23751.74500910788,2,-2.104221704293249,3.364138867398268,bearish
03.12.2025 08:36:08.000 UTC,23767.799,23768.255,23767.755,23767.755,0.00036,2025-12-03 08:36:08,23767.921666666665,8.5564518,14744.739857655033,0.6202350000000282,23772.82781148172,1,-2.0322110188479106,1.2707641192422117,bearish
03.12.2025 08:36:13.000 UTC,23766.277,23766.277,23765.299,23765.299,0.00036,2025-12-03 08:36:13,23765.625,8.555625000000001,14767.555743895033,0.6211950000000283,23772.818106865576,1,-2.209069262301802,1.2707641192422117,bearish
03.12.2025 08:36:14.000 UTC,23763.266,23765.299,23763.266,23764.255,0.0006,2025-12-03 08:36:14,23764.273333333334,14.258564,14781.814307895032,0.6217950000000283,23772.80986160127,1,-2.284248417906595,3.364138867398268,bearish
03.12.2025 08:36:26.000 UTC,23763.399,23763.399,23762.288,23762.766,0.00036,2025-12-03 08:36:26,23762.81766666667,8.554614360000002,14821.734550015031,0.6234750000000284,23772.780865334385,1,-2.3914723285348045,1.2707641192422117,bearish
03.12.2025 08:36:30.000 UTC,23763.288,23765.755,23763.288,23765.755,0.00036,2025-12-03 08:36:30,23764.93266666667,8.555375760000002,14838.84483617503,0.6241950000000285,23772.77106701328,2,-2.1762323897385873,1.2707641192422117,bearish
03.12.2025 08:36:36.000 UTC,23767.299,23767.299,23766.399,23766.399,0.00036,2025-12-03 08:36:36,23766.699000000004,8.556011640000001,14861.66030553503,0.6251550000000285,23772.76084416561,1,-2.1298575083117726,1.2707641192422117,bearish
03.12.2025 09:35:04.000 UTC,23823.777,23833.288,23823.777,23831.288,0.00084,2025-12-03 09:35:04,23829.451,20.016738840000002,24006.243196575077,1.0093950000000538,23782.80375529282,2,2.5428438595507306,5.457513615554326,bullish
03.12.2025 09:35:05.000 UTC,23830.299,23833.799,23830.299,23833.799,0.0006,2025-12-03 09:35:05,23832.63233333333,14.299579399999997,24020.54277597508,1.0099950000000537,23782.833356574836,2,2.7236626907038746,3.364138867398268,bullish
03.12.2025 09:35:06.000 UTC,23832.899,23833.266,23831.277,23831.277,0.00084,2025-12-03 09:35:06,23831.94,20.0188296,24040.56160557508,1.0108350000000537,23782.87416400679,0,2.5420517420106705,5.457513615554326,bullish
03.12.2025 09:35:07.000 UTC,23832.255,23832.266,23831.788,23832.266,0.00036,2025-12-03 09:35:07,23832.10666666667,8.579558400000002,24049.14116397508,1.0111950000000536,23782.891691487603,0,2.6132703099162105,1.2707641192422117,bullish
03.12.2025 09:35:08.000 UTC,23834.266,23834.266,23829.399,23829.399,0.0006,2025-12-03 09:35:08,23831.021333333334,14.298612799999999,24063.43977677508,1.0117950000000535,23782.92023262994,3,2.406815674744543,3.364138867398268,bullish
03.12.2025 09:35:09.000 UTC,23830.766,23833.299,23830.766,23833.299,0.0006,2025-12-03 09:35:09,23832.45466666667,14.2994728,24077.739249575083,1.0123950000000534,23782.949589413038,0,2.6876573479812054,3.364138867398268,bullish
03.12.2025 09:35:10.000 UTC,23833.899,23836.255,23833.277,23836.255,0.00048,2025-12-03 09:35:10,23835.262333333332,11.44092592,24089.180175495083,1.0128750000000535,23782.974380346845,0,2.900520934157766,2.31745149332024,bullish
03.12.2025 09:35:11.000 UTC,23835.766,23838.277,23835.766,23835.788,0.00072,2025-12-03 09:35:11,23836.610333333334,17.162359440000003,24106.342534935084,1.0135950000000535,23783.012480264613,0,2.866891944054753,4.410826241476297,bullish
03.12.2025 09:35:12.000 UTC,23837.777,23840.777,23837.777,23839.255,0.00072,2025-12-03 09:35:12,23839.269666666663,17.164274159999998,24123.506809095084,1.0143150000000536,23783.0524137904,0,3.1165529904937808,4.410826241476297,bullish
03.12.2025 09:35:13.000 UTC,23839.777,23841.288,23839.255,23841.288,0.00072,2025-12-03 09:35:13,23840.610333333334,17.16523944,24140.672048535085,1.0150350000000536,23783.093241645667,0,3.262950714004114,4.410826241476297,bullish
03.12.2025 09:35:15.000 UTC,23841.277,23841.277,23837.277,23838.799,0.00048,2025-12-03 09:35:15,23839.11766666667,11.442776480000001,24157.836669255084,1.0157550000000537,23783.13340249746,0,3.083716117930566,2.31745149332024,bullish
03.12.2025 09:35:16.000 UTC,23839.277,23839.277,23837.266,23837.266,0.00036,2025-12-03 09:35:16,23837.93633333333,8.58165708,24166.418326335086,1.0161150000000536,23783.15281866109,0,2.9733237371429024,1.2707641192422117,bullish
03.12.2025 09:35:21.000 UTC,23832.288,23832.288,23829.288,23829.288,0.0006,2025-12-03 09:35:21,23830.288,14.2981728,24192.156592895088,1.0171950000000536,23783.20439335016,0,2.3988224886600538,3.364138867398268,bullish
03.12.2025 09:35:25.000 UTC,23828.777,23828.777,23827.799,23828.255,0.00036,2025-12-03 09:35:25,23828.277000000002,8.578179720000001,24212.172055735085,1.0180350000000535,23783.241298908008,0,2.3244354505950593,1.2707641192422117,bullish
03.12.2025 09:35:30.000 UTC,23828.399,23829.266,23828.399,23828.799,0.00036,2025-12-03 09:35:30,23828.821333333337,8.578375680000002,24232.188567015084,1.0188750000000533,23783.279172630417,0,2.3636092634771826,1.2707641192422117,bullish
03.12.2025 09:35:36.000 UTC,23828.277,23828.277,23826.766,23826.766,0.00036,2025-12-03 09:35:36,23827.269666666663,8.577817079999999,24240.766384095085,1.0192350000000532,23783.294710340422,0,2.2172115399668497,1.2707641192422117,bullish
03.12.2025 09:35:53.000 UTC,23824.788,23827.788,23824.788,23827.255,0.00072,2025-12-03 09:35:53,23826.610333333334,17.155159440000002,24297.948907135084,1.0216350000000527,23783.395152998703,2,2.252424765149721,4.410826241476297,bullish
03.12.2025 09:35:54.000 UTC,23826.899,23827.799,23826.899,23827.299,0.00036,2025-12-03 09:35:54,23827.332333333336,8.57783964,24306.526746775082,1.0219950000000526,23783.41062996769,1,2.2555932353091754,1.2707641192422117,bullish
03.12.2025 09:35:55.000 UTC,23826.899,23827.788,23826.266,23827.788,0.00036,2025-12-03 09:35:55,23827.28066666667,8.577821040000002,24315.10456781508,1.0223550000000525,23783.426077843636,1,2.290806460492046,1.2707641192422117,bullish
03.12.2025 09:35:57.000 UTC,23827.399,23827.399,23825.299,23825.777,0.00048,2025-12-03 09:35:57,23826.158333333336,11.436556000000001,24326.54112381508,1.0228350000000526,23783.446131403238,3,2.1459929720613093,2.31745149332024,bullish
03.12.2025 09:35:58.000 UTC,23826.277,23826.277,23825.255,23825.255,0.00036,2025-12-03 09:35:58,23825.595666666664,8.57721444,24335.11833825508,1.0231950000000525,23783.460961257464,1,2.108403394259044,1.2707641192422117,bullish
03.12.2025 09:35:59.000 UTC,23825.766,23825.766,23824.788,23825.266,0.00048,2025-12-03 09:35:59,23825.273333333334,11.4361312,24346.55446945508,1.0236750000000525,23783.48056702941,1,2.109195511798842,2.31745149332024,bullish
03.12.2025 09:36:00.000 UTC,23824.266,23826.288,23824.266,23825.788,0.00036,2025-12-03 09:36:00,23825.447333333334,8.57716104,24355.13163049508,1.0240350000000524,23783.495320466423,2,2.1467850896013694,1.2707641192422117,bullish
03.12.2025 09:36:26.000 UTC,23823.899,23824.788,23823.899,23824.788,0.00036,2025-12-03 09:36:26,23824.49166666667,8.576817000000002,24420.88612409508,1.0267950000000512,23783.604443042535,4,2.0747744041560314,1.2707641192422117,bullish
03.12.2025 09:36:30.000 UTC,23824.255,23824.799,23824.255,23824.255,0.00036,2025-12-03 09:36:30,23824.436333333335,8.57679708,24440.898732295078,1.027635000000051,23783.63789895621,4,2.0363927088137057,1.2707641192422117,bullish
03.12.2025 09:36:39.000 UTC,23830.399,23830.399,23828.788,23829.755,0.00036,2025-12-03 09:36:39,23829.647333333338,8.578673040000002,24463.77331409508,1.0285950000000503,23783.679012725013,4,2.4324514787630664,1.2707641192422117,bullish
03.12.2025 09:37:07.000 UTC,23829.255,23829.255,23827.399,23827.399,0.00036,2025-12-03 09:37:07,23828.017666666667,8.57808636,24520.966264535084,1.0309950000000494,23783.787762825144,3,2.262794303853866,1.2707641192422117,bullish
03.12.2025 09:37:36.000 UTC,23824.766,23824.766,23823.766,23823.766,0.00036,2025-12-03 09:37:36,23824.09933333333,8.57667576,24601.018849815086,1.0343550000000485,23783.92220254548,1,2.0011794836308345,1.2707641192422117,bullish
03.12.2025 09:39:14.000 UTC,23824.299,23824.755,23824.299,23824.399,0.00036,2025-12-03 09:39:14,23824.484333333337,8.576814360000002,24892.5363341351,1.046595000000045,23784.30656952692,0,2.0467622475178513,1.2707641192422117,bullish
03.12.2025 09:39:43.000 UTC,23824.266,23825.788,23824.266,23825.288,0.00048,2025-12-03 09:39:43,23825.114,11.436054720000001,24966.87414097511,1.049715000000044,23784.431146524596,2,2.1107797468787006,2.31745149332024,bullish
03.12.2025 09:39:45.000 UTC,23824.399,23824.788,23823.799,23823.799,0.00048,2025-12-03 09:39:45,23824.128666666667,11.43558176,24981.16871061511,1.0503150000000439,23784.453912030265,4,2.003555836250491,2.31745149332024,bullish
